,text,name
Q310705,"Brede Paulsen Hangeland (born 20 June 1981) is a Norwegian professional footballer who plays for Crystal Palace of the Premier League as a central defender.

He began his career with Viking, where he ",Brede Hangeland
Q310712,"Michalis Sifakis (; born 9 September 1984) is a Greek footballer who plays as a goalkeeper for the Greek national team, who plays for Levadiakos.

Early years
Born in Heraklion, Greece, Sifakis starte",Michalis Sifakis
Q310723,"Gojko Kačar (Serbian Cyrillic: Гојко Качар, born 26 January 1987) is a Serbian footballer who plays for Hamburger SV. He represented Serbia at the 2010 FIFA World Cup.

Career
Kačar played for FK Vojv",Gojko Kačar
Q3107475," is a female Japanese voice actor and singer from Tokyo, Japan.

Anime cast in
Ar tonelico as Aurica Nestmile
Chaos;Head as Nanami Nishijō
D.C.S.S. ~Da Capo Second Season~ as Aisia
Fight Ippatsu! Jūde",Ui Miyazaki
Q310817,"Daniel Miguel Alves Gomes (born 7 August 1983), commonly known as Danny, is a Portuguese professional footballer who plays for Russian club FC Zenit Saint Petersburg as an attacking midfielder. 

He s",Danny (footballer)
Q3108248,"Rafael Jerome Pérez (born May 15, 1982) is a left-handed professional baseball relief pitcher. He was signed by the Cleveland Indians as an undrafted free agent in January . He currently lives in Free",Rafael Pérez (baseball)
Q3109792,"James Phillip Howell (born April 25, 1983) is an American professional baseball pitcher for the Los Angeles Dodgers of Major League Baseball. He has also played in MLB for the Kansas City Royals and T",J. P. Howell
Q3109851,"Justin Daniel Masterson (born March 22, 1985) is a Jamaican-born American professional baseball starting pitcher for the Boston Red Sox of Major League Baseball (MLB). Drafted by the Red Sox in the se",Justin Masterson
Q3109984," is a Japanese gravure idol, tarento, and actress signed to Japan Art.

Biography
Born in Otaru, Hokkaidō, Kawamura grew up in Yokohama, Kanagawa and later in Abiko, Chiba. She made her debut in 2003 ",Yukie Kawamura
Q311014,"David ""Dudi"" Sela (Hebrew: דודי סלע; born April 4, 1985 in Kiryat Shmona) is an Israeli professional tennis player. He reached a career-high singles ranking of World No. 29 in July 2009. , Sela was Is",Dudi Sela
Q311043,"Urby Vitorrio Diego EmanuelsonFIFA player statistics (born 16 June 1986) is a Dutch professional footballer of Surinamese descent, who plays for Serie A club A.S. Roma and the Netherlands national tea",Urby Emanuelson
Q311054,"Danko Lazović (Serbian Cyrillic: Данко Лазовић, born 17 May 1983) is a Serbian footballer who plays for club Partizan as a forward or a winger. Lazović represented Serbia at the 2010 FIFA World Cup.

",Danko Lazović
Q311061,Alexander Dale Oen (; 21 May 198530 April 2012) was a Norwegian swimmer. He represented the clubs Vestkantsvømmerne (1995–2010) and Bærumsvømmerne (2011–2012). Dale Oen's gold at the 2008 European Cha,Alexander Dale Oen
Q311072,"Declan John Galbraith (born 19 December 1991, Hoo St Werburgh, Kent) is an English singer. He is best known for his 2002 hit single,   ""Tell Me Why"", which peaked at #29 in the UK Singles Chart.

Earl",Declan Galbraith
Q3111310," (born April 7, 1981) is the oldest member of the Japanese pop group Speed, which disbanded in 2000 and reformed in 2009. She was born in Okinawa, Japan, and is also known purely by her first name, Hi",Hitoe Arakaki
Q3111326," (born on July 2, 1984) is a Japanese commercial fashion model, singer and actress. She is managed by Stardust Promotion Agency and sometimes goes by the name ""Lena"". Fujii was scouted in Harajuku and",Lena Fujii
Q311143,"William Peter Moseley (born 27 April 1987England & Wales, Birth Index: 1984-2005, as accessed on Ancestry.co.uk.) is an English actor, currently best known for appearing as Peter Pevensie in the film ",William Moseley (actor)
Q311155,Lorik Cana  () (born 27 July 1983) is an Albanian professional footballer who plays as a defender for Italian club Lazio and captains the Albania national football team. He used to primarily play as a,Lorik Cana
Q311162,"Nabil El Zhar (; born 27 August 1986) is a Moroccan footballer who plays for Spanish club Levante UD as a right winger.

He has been a full international for Morocco since 2008.

Club career and perso",Nabil El Zhar
Q311163,"Moustapha Salifou (born 1 June 1983) is a Togolese footballer who plays as a midfielder in Germany for TSV 1860 Rosenheim, as well as the Togo national football team. Salifou is perhaps best known for",Moustapha Salifou
Q3111746,"Jeffrey ""Jeff"" Wayne Karstens (born September 24, 1982) is a right-handed starting pitcher. Karstens pitched for the New York Yankees in 2006 and 2007, before being traded to the Pittsburgh Pirates.

",Jeff Karstens
Q311181,", better known by his stage name Miyavi, is a Japanese singer-songwriter, guitarist and record producer. He has been active since 1999, first as guitarist for the now defunct visual kei rock band Dué ",Miyavi
Q311209," is a Japanese football player, he is a forward and currently plays for Kawasaki Frontale.

 Career 
On 3 January 2009, Vissel announced his transfer to VfL Wolfsburg of the Bundesliga. and turned aft",Yoshito Ōkubo
Q311222," is a Japanese professional tennis player, ranked World No. 5 as of 3 November 2014. He is the only male Japanese tennis player ever to be ranked inside the top 10 in ATP Singles Ranking. He began pla",Kei Nishikori
Q3112333,"Johnny Brent (Ortiz) Cueto [Kweh-toh] (born February 15, 1986) is a Dominican professional baseball pitcher for the Cincinnati Reds of Major League Baseball.

Cueto made his major league debut in 2008",Johnny Cueto
Q311246,"Lewis Harry Holtby (born 18 September 1990) is a German professional footballer who plays as a midfielder for Hamburger SV on loan from Tottenham Hotspur.

Club career

Early career
Holtby began his c",Lewis Holtby
Q3112718,"Yovani Gallardo (pronounced gah-YAR-doh) (born February 27, 1986) is a Mexican professional baseball pitcher with the Milwaukee Brewers of Major League Baseball. He was selected in the second round of",Yovani Gallardo
Q3112849,"Tian Yuan (; born 30 March 1985) is a Chinese singer-songwriter, actress, novelist and photographer. Born in Wuhan, China, she majored in English at Beijing Language and Culture University, and gradua",Tian Yuan (singer)
Q3112886,"Hao Shuai (born October 1, 1983 in Tianjin) is a Chinese table tennis player.

Career records
Singles (as of May 13, 2010)
World Championships: QF (2005, 2007).
Pro Tour winner (3): Serbian Open 2007.",Hao Shuai
Q3112943,"Mouni Abderrahim (born November 19, 1985, in Béjaïa) is an Algerian volleyball player. She has been part of Algeria's Olympic volleyball team twice, in 2008 and 2012.

Club information
Current club : ",Mouni Abderrahim
Q3112950,"Nawel Mansouri (born August 1, 1985 in Béjaïa) is an Algerian international volleyball player2008 Women's Olympic Games ALG/Aleria Women's Team Composition at the libero position. She has been part of",Nawal Mansouri
Q3112972,"Salima Hamouche (born January 17, 1984 in Béjaïa) is an Algerian international volleyball player.

Club information
Current club :  GSP (ex MC Algiers)
Debut club :  ASW Bejaia

References
 
 

Catego",Salima Hammouche
Q3112983,"Zohra Bensalem (born April 5, 1990 in Béjaïa) is an Algerian international volleyball player.

Club information
Current club :  GSP  ex MC Alger

Debut club :  ASW Bejaia

References

Category:Living ",Zohra Bensalem
Q3113160," 

 (born 25 July 1984) is a Japanese hurdler.  

He won the bronze medal at the 2001 World Youth Championships, and the gold medals at the 2005 Summer Universiade and the 2006 Asian Games. He also co",Kenji Narisako
Q3113168,"Masashi Eriguchi (born 17 December 1988) is a Japanese sprinter who specializes in the 100 metres.

He won the bronze medal at the 2009 Summer Universiade and a gold medal in relay at the 2009 Asian C",Masashi Eriguchi
Q3113176,"James Anthony ""J. A."" Happ (born October 19, 1982) is an American professional baseball pitcher for the Seattle Mariners of Major League Baseball (MLB). He has played in MLB for the Philadelphia Phill",J. A. Happ
Q311328,"Mišo Brečko (;
 born 1 May 1984 in Trbovlje) is a Slovenian footballer who plays as a defender for German club 1. FC Köln and the Slovenian national team.

Club career
Born in Trbovlje, he started his",Mišo Brečko
Q311329,"Peter Osaze Odemwingie (; born 15 July 1981) is a Nigerian footballer who plays as a forward for Premier League club Stoke City.

Odemwingie grew up in Russia and Nigeria and began his career with Ben",Peter Odemwingie
Q311334,Younès Kaboul (born 4 January 1986) is a French footballer who currently plays as a centre back and is captain of Premier League club Tottenham Hotspur. He can also play at right back or in defensive ,Younès Kaboul
Q311347,"David N'Gog (born 1 April 1989) is a French professional footballer who plays as a striker for Stade de Reims.

N'Gog started his career with French Ligue 1 club Paris Saint-Germain. He made his senio",David N'Gog
Q3113487," 
 is a Japanese singer, dancer, actress, essayist, fashion designer,東京ガールズコレクション2013 Autumn/Winter Presenter and impresario.AAA・全国ツアーが終了・宇野は父親からの手紙の誕生日サプライズで号泣した（松山公演） She also works with the Japanes",Misako Uno
Q311349,Vasili Vladimirovich Berezutski () (born 20 June 1982 in Moscow) is a Russian footballer who plays as a defender for CSKA Moscow. He began his professional career in 1999 at the age of 17 in Torpedo-Z,Vasili Berezutski
Q311353,"Charles Graham ""Charlie"" Adam (born 10 December 1985) is a Scottish footballer who plays as a midfielder for Stoke City and the Scotland national team.

Adam was part of the Dundee youth set up betwee",Charlie Adam
Q311368,"Nikola Kalinić (born 5 January 1988) is a Croatian footballer who plays as a striker for  Dnipro Dnipropetrovsk in the Ukrainian Premier League.

Club career

Early career
Born in the town of Solin ne",Nikola Kalinić
Q311370,"Nathan Abayomi Delfouneso (born 2 February 1991) is an English professional footballer who plays for Blackpool as a striker. Delfouneso has been a regular England youth international, having played ov",Nathan Delfouneso
Q311377,"Marc Kevin Albrighton (born 18 November 1989) is an English footballer who plays as a winger for Leicester City. Before signing with the club, Albrighton had spent his entire career  with Aston Villa ",Marc Albrighton
Q311391,"Juan Manuel Vargas Risco (; born 5 October 1983) is a Peruvian footballer who plays as a winger for Serie A club Fiorentina. His previous clubs include Universitario, Colón, Catania and Genova. He has",Juan Manuel Vargas
Q31150,"Savitree Amitrapai (born 19 November 1988) is a Thai female badminton player who competed at 2012 Japan Super Series.BWF Tournament

 References 

Category:Thai badminton players
Category:Living peopl",Savitree Amitrapai
Q311517,"Kevin Joseph Zegers (born September 19, 1984) is a Canadian actor and model. He played the role of Josh Framm in the Air Bud film series, Damien Dalgaard in the CW teen drama Gossip Girl, and the prot",Kevin Zegers
Q3115216,"Sofia El Marikh (  Moroccan pronunciation: ), also spelled Sophia El Mareekh, (born ) is a musician and entertainer from Casablanca, Morocco. She was a contestant on Star Academy I.

 Discography 

 A",Sofia El Marikh
Q311546,"Andrew Michael Bogut (born 28 November 1984) is an Australian professional basketball player who currently plays for the Golden State Warriors of the National Basketball Association (NBA).

Bogut was ",Andrew Bogut
Q311559,"Joshua Blake ""Josh"" Kennedy (born 20 August 1982 in Wodonga, Victoria) is an Australian professional football (soccer) player, who plays as a striker for the Australia national football team and Nagoy",Joshua Kennedy
Q31164,"Elena Jane ""Ellie"" Goulding (born 30 December 1986) is an English singer, songwriter and multi-instrumentalist from Lyonshall, Herefordshire. Her career began when she met record producer Starsmith an",Ellie Goulding
Q311657,"Achille Emaná Edzimbi (born 5 June 1982), known as Emaná, is a Cameroonian professional footballer who plays as an attacking midfielder.

He spent most of his professional career with Toulouse in Fran",Achille Emaná
